strain,stress
0.029519111,90.2029
0.02954546,90.252
0.029571746,90.2686
0.029598095,90.2533
0.029624444,90.29876667
0.02965073,90.3311
0.029677079,90.36413333
0.029703365,90.35583333
0.029729714,90.35666667
0.029756,90.38386667
0.02978254,90.42216667
0.029808889,90.42833333
0.029835175,90.45453333
0.029861524,90.46776667
0.029887873,90.4794
0.029914159,90.4972
0.029940508,90.51353333
0.029966794,90.5394
0.029993079,90.58306667
0.030019429,90.5828
0.030045714,90.60943333
0.030072063,90.6319
0.030098413,90.67106667
0.030124698,90.67503333
0.030151048,90.67713333
0.030177397,90.7008
0.030203683,90.7396
0.030229968,90.74813333
0.030256317,90.73036667
0.030282667,90.75756667
0.030309206,90.78346667
0.030335556,90.83893333
0.030361841,90.83906667
0.03038819,90.848
0.030414476,90.8384
0.030440825,90.8678
0.030467111,90.89546667
0.030493397,90.91846667
0.030519746,90.9292
0.030546032,90.927
0.030572381,90.94053333
0.030598667,90.9798
0.030625016,90.9901
0.030651365,90.9606
0.030677651,90.99336667
0.03070419,91.0324
0.03073054,91.03666667
0.030756825,91.05343333
0.030783175,91.06556667
0.03080946,91.0847
0.03083581,91.1077
0.030862095,91.10533333
0.030888381,91.12863333
0.03091473,91.1381
0.030941079,91.16326667
0.030967365,91.18623333
0.030993651,91.19043333
0.03102,91.2001
0.031046349,91.21223333
0.031072635,91.23863333
0.031099048,91.25426667
0.031125397,91.292
0.031151746,91.28356667
0.031178159,91.29683333
0.031204508,91.33176667
0.031230667,91.3568
0.031257016,91.39443333
0.031283302,91.38623333
0.031309841,91.41953333
0.03133619,91.4238
0.031362476,91.44396667
0.031388762,91.47036667
0.031415111,91.486
0.031441397,91.48323333
0.031467746,91.50363333
0.031494032,91.52086667
0.031520381,91.56083333
0.031546667,91.56816667
0.031573016,91.58966667
0.031599365,91.62406667
0.031625651,91.64693333
0.031651937,91.65186667
